,Drug_Name,Reason,Description
1399,Amicline Tablet 10'S,Amoebiasis,used to treat acute and chronic intestinal amoebiasis
1400,Amicline Plus Tablet 10'S,Amoebiasis,used to treat acute and chronic intestinal amoebiasis
1401,Amirid Tablet 10's,Amoebiasis,used to treat acute and chronic intestinal amoebiasis
1402,Aristogyl F Tablet 10'S,Amoebiasis,"treat infections of the abdominal cavity, brain, or lung"
1403,Aristogyl F Oral Suspension 60ml,Amoebiasis,"treat infections of the abdominal cavity, brain, or lung"
1404,Aristogyl Plus Tablet 10'S,Amoebiasis,"treat infections of the abdominal cavity, brain, or lung"
1405,Dygyl Infusion 100ml,Amoebiasis,"treat infections of the abdominal cavity, brain, or lung"
1406,Dyrade M 200/250mg Tablet 10'SDyrade M Suspension 75mlDyrade M 400/500mg Tablet 10'SDyrade M Syrup 60mlDyrade M Suspension 100mlDyrade M 400/500mg Tablet 15'S,Amoebiasis,Prevent infections in patients having colorectal surgery
1407,Entosec Tablet 2'SEntosec 1000mg Tablet 2'S,Amoebiasis,Prevent infections in patients having colorectal surgery
1408,Flagentyl 1000mg Tablet 2'S,Amoebiasis,Prevent infections in patients having colorectal surgery
1409,Flagyl Suspension 100mlFlagyl Suspension 30mlFlagyl Infusion 100ml,Amoebiasis,Prevent infections in patients having colorectal surgery
1410,Furazole M Tablet 10'S,Amoebiasis,Prevent infections in patients having colorectal surgery
1411,FUROXONE Syrup 60mlFuroxone 100mg Tablet 10'SFuroxone 25mg Suspension 57mlFuroxone 25mg Suspension 60ml,Amoebiasis,"treat infections of the blood, brain, lung, bones, genital tract, pelvic area, stomach and intestines"
1412,Gramogyl Plus Tablet 10'S,Amoebiasis,"treat infections of the blood, brain, lung, bones, genital tract, pelvic area, stomach and intestines"
1413,Merimet 400mg Tablet 10'S,Amoebiasis,treat gum ulcers and other dental infections
1414,Metro 50mg Tablet 10'SMetro Infusion 100ml,Amoebiasis, indicated for the treatment of diarrhea
1415,Metrocip 500mg Infusion 100ml,Amoebiasis, indicated for the treatment of diarrhea
1416,Metrogyl Compound Plus Tablet 10'SMetrogyl Compound Tablet 15'S,Amoebiasis,treatment for the treatment of diarrhea and constipation
1417,Metrogyl F Suspension 30ml,Amoebiasis, indicated for the treatment of diarrhea
1418,Metron 125mg Suspension 60mlMetron 500mg Infusion 100mlMetron DF Tablet 10'SMetron 100mg Suspension 30mlMetron Syrup 30mlMetron 200mg Syrup 60ml,Amoebiasis, indicated for the treatment of diarrhea
1419,Metron DF Tablet 15'S,Amoebiasis, indicated for the treatment of diarrhea
1420,Metronidazole(Cip) 100mg Suspension 100mlMetronidazole(Cip) 250mg Tablet 10'SMetronidazole(Cip) 125mg Suspension 100mlMetronidazole(Cip) 125mg Suspension 60ml,Amoebiasis, indicated for the treatment of diarrhea
1421,Nita O Tablet 6'S,Amoebiasis, indicated for the treatment of diarrhea
1422,Nitacure Syrup 50mlNitacure 500mg Tablet 6'SNitacure Syrup 30mlNitacure 200mg Tablet 6'S,Amoebiasis, indicated for the treatment of diarrhea
1423,Nitarid 500mg Tablet 10'SNitarid 500mg Tablet 6'S,Amoebiasis, indicated for the treatment of diarrhea
1424,Nitazet Suspension 30mlNitazet 500mg Tablet 6'S,Amoebiasis, indicated for the treatment of diarrhea
1425,Nitazet DT 200mg Tablet 6'S,Amoebiasis, indicated for the treatment of diarrhea
1426,Nitzix 500Mg Tablet 10'sNitzix 100Mg Suspension 30ml,Amoebiasis,treatment for the treatment of diarrhea and constipation
1427,Nizonide DT 200mg Tablet 6'SNizonide Suspension 30mlNizonide 500mg Tablet 6'S,Amoebiasis,treatment for the treatment of diarrhea and constipation
1428,Ornistop Suspension 50ml,Amoebiasis,treatment for the treatment of diarrhea and constipation
1429,Satrogyl 300mg Tablet 10'SSatrogyl O Tablet 10'S,Amoebiasis,treatment for the treatment of diarrhea and constipation
1430,Satrogyl O Syrup 30ml,Amoebiasis,treatment for the treatment of diarrhea and constipation
1431,Satromax O 300/200mg Tablet 10'S,Amoebiasis,treatment for the treatment of diarrhea and constipation
1432,Secnil Forte Tablet 2'S,Amoebiasis,treatment for the treatment of diarrhea and constipation
1433,Seczol DS Tablet 2'S,Amoebiasis,treatment for the treatment of diarrhea and constipation
1434,Wotinex Tablet 10'S,Amoebiasis,treatment for the treatment of diarrhea and constipation
1435,Zonaxid 500mg Tablet 6'SZonaxid 100mg Suspension 30mlZonaxid 200mg Tablet 6'SZonaxid 500mg Tablet 10'S,Amoebiasis,treatment for the treatment of diarrhea and constipation
1436,Abdifer Capsule 10'SAbdifer Syrup 200ml,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1437,ACCEDE P 10mcg Tablet 15's,Anaemia,treat symptomatic anaemia in adult cancer patients 
1438,Actorise 100mcg Injection 0.5mlActorise 40mcg Injection 0.40mlActorise 200mcg Injection 0.40mlActorise 60mcg Injection 0.30mlActorise 25Mcg Injection 0.42ml,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1439,Adcob Syrup 150mlAdcob Tablet 20'SAdcob 100mg Injection 5ml,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1440,Adcob CF Capsule 10'S,Anaemia,treat symptomatic anaemia in adult cancer patients 
1441,Adcob CZ 33mg Suspension 200ml,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1442,Adcob FM Tablet 10'S,Anaemia,prevent iron and folic acid deficiency
1443,Alamin Fez Capsule 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1444,Alfol Drops 15mlAlfol Syrup 150mlAlfol Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1445,Alfol Z 50/0.5mg Capsule 15'S,Anaemia,treatment for the treatment of diarrhea and constipation
1446,Alkem Maxxifol Rediuse 200ml,Anaemia,treatment for the treatment of diarrhea and constipation
1447,Alofer Syrup 200ml,Anaemia,treatment for the treatment of diarrhea and constipation
1448,Aloha Tablet 10'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1449,Aloha XT Tablet 30'SAloha XT Tablet 10'SAloha XT Drops 15mlAloha XT Suspension 150mlAloha XT 100/1.1mg Tablet 10'S,Anaemia,treat symptomatic anaemia in adult cancer patients 
1450,Aloha XT Plus Tablet 10'S,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1451,Alphamix Tablet 10'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1452,ALTOFER Syrup 200ml,Anaemia,treat symptomatic anaemia in adult cancer patients 
1453,ALTOFER C Syrup 200mlALTOFER C Capsule 15's,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1454,Aminoglobin Capsule 10's,Anaemia,prevent iron and folic acid deficiency
1455,Aminorich Capsule 15'SAminorich Drops 15ml,Anaemia,treatment for the treatment of diarrhea and constipation
1456,Anofer 100mg Injection 1'SAnofer SP Tablet 10'SAnofer Liquid 150mlAnofer S 100mg Injection 5mlAnofer Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1457,Anofer S 50mg Injection 2.5ml,Anaemia,treatment for the treatment of diarrhea and constipation
1458,Astyfer Z Syrup 200mlAstyfer Z Capsule 30'SAstyfer XT Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1459,Autrin Capsule 30'S,Anaemia,treatment for the treatment of diarrhea and constipation
1460,B9 5mg Tablet 30'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1461,B9 Plus Capsule 10'S,Anaemia,treat symptomatic anaemia in adult cancer patients 
1462,Befer Tablet 10'S,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1463,Bigvin FC Injection 1'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1464,Biofer 350mg Tablet 10'SBiofer Syrup 200ml,Anaemia,treat symptomatic anaemia in adult cancer patients 
1465,Biofer S 100mg Injection 5ml,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1466,Biofer XT Tablet 10'SBiofer XT Syrup 150mlBiofer XT Suspension 200ml,Anaemia,prevent iron and folic acid deficiency
1467,Bizfer XT Tablet 10'SBizfer Elixir 150ml,Anaemia,treatment for the treatment of diarrhea and constipation
1468,BRAVOFER Suspension 200ml,Anaemia,treatment for the treatment of diarrhea and constipation
1469,Cadferz Capsule 15'S,Anaemia,treatment for the treatment of diarrhea and constipation
1470,Cafe Kit Tablet 30'SCafe Kit Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1471,CAL Aid Capsule 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1472,Carboflot Tablet 15'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1473,Carfer Capsule 10'S,Anaemia,treat symptomatic anaemia in adult cancer patients 
1474,Carnyl FE XT Tablet 10'S,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1475,Cheri Capsule 10'SCheri Syrup 200ml,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1476,Cheri XT Tablet 10'SCheri Xt Tablet 15's,Anaemia,treat symptomatic anaemia in adult cancer patients 
1477,Citraphos Tablet 10'S,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1478,Coehb Capsule 10'SCoehb Syrup 150ml,Anaemia,prevent iron and folic acid deficiency
1479,Coehb D3 Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1480,Coehb Plus Capsule 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1481,Cofol XT Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1482,Conviron Forte Capsule 15'S,Anaemia,treatment for the treatment of diarrhea and constipation
1483,Conviron TR Capsule 15'SConviron TR Capsule 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1484,Corbate XT Tablet 10'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1485,Corbet XT Tablet 10'SCorbet XT Suspension 200ml,Anaemia,treat symptomatic anaemia in adult cancer patients 
1486,CORUS FA Tablet 10's,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1487,Cpink 100mg Tablet 15'SCpink M Tablet 15'SCpink 50mg Tablet 15'SCpink Drops 15mlCpink 50mg Tablet 10'SCpink Suspension 150ml,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1488,Cystina Capsule 10'S,Anaemia,treat symptomatic anaemia in adult cancer patients 
1489,Daily Iron Tablet 10'S,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1490,DAILY IRON SR Tablet 15's,Anaemia,prevent iron and folic acid deficiency
1491,Deca Intabolin 100mg Injection 1mlDeca Intabolin 50mg Injection 1mlDeca Intabolin 25mg Injection 1ml,Anaemia,treatment for the treatment of diarrhea and constipation
1492,Dexorange Capsule 30'SDexorange Syrup 200ml,Anaemia,treatment for the treatment of diarrhea and constipation
1493,Docofer Injection 5ml,Anaemia,treatment for the treatment of diarrhea and constipation
1494,Eido FE Capsule 10'SEido FE Forte Capsule 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1495,Eldefol Tablet 10'SEldefol Injection 5ml,Anaemia,treatment for the treatment of diarrhea and constipation
1496,Eldefol Forte Syrup 300ml,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1497,Eldefol XT Syrup 150ml,Anaemia,treat symptomatic anaemia in adult cancer patients 
1498,Eleron Syrup 150mlEleron Drops 15ml,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1499,Elferri S 100mg Injection 5ml,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1500,Elferri XT + Tablet 10'S,Anaemia,treat symptomatic anaemia in adult cancer patients 
1501,Emfolic Tablet 10'SEMFOLIC Drops 15ml,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1502,Encicarb 500mg Injection 10mlEncicarb 100mg Injection 2ml,Anaemia,prevent iron and folic acid deficiency
1503,Encifer 200mg Injection 10mlEncifer 100mg Injection 5ml,Anaemia,treatment for the treatment of diarrhea and constipation
1504,Encifer O Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1505,Eprex 4000IU Injection 1mlEprex 8000IU Injection(Pfs) 0.8mlEprex 2000IU Injection 1mlEprex 1000IU Injection(Pfs) 0.5ml,Anaemia,treatment for the treatment of diarrhea and constipation
1506,Etafol 5mg Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1507,Evaglo Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1508,Extrafer Suspension 150mlExtrafer Tablet 10'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1509,FAA 20 Syrup 150ml,Anaemia,treat symptomatic anaemia in adult cancer patients 
1510,FAA 20mg Tablet 10'S,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1511,Fanty Capsule 10'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1512,Faro Xt Suspension 150mlFaro XT Tablet 10'S,Anaemia,treat symptomatic anaemia in adult cancer patients 
1513,Fdson 5mg Tablet 10'S,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1514,Fdson 12 Tablet 30'SFdson 12 Tablet 10'S,Anaemia,prevent iron and folic acid deficiency
1515,Fdson 12 SL Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1516,Fdson MP Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1517,Fdson MP Forte Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1518,Fdson Plus Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1519,Fdson Spor Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1520,FE 10 Injection 5ml,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1521,FE 14 Tablet 15'S,Anaemia,treat symptomatic anaemia in adult cancer patients 
1522,FE 3 Capsule 10'S,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1523,FE 3 XT Tablet 10'SFE 3 XT Drops 15ml,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1524,Fe Next Syrup 150mlFe Next Drops 30mlFe Next Tablet 10's,Anaemia,treat symptomatic anaemia in adult cancer patients 
1525,FE Plus Tablet 15'S,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1526,FE Z XT Drops 15mlFE Z XT Suspension 150mlFE Z XT Tablet 10'S,Anaemia,prevent iron and folic acid deficiency
1527,Febis Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1528,Fecontin Z Tablet 10'SFecontin F Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1529,Fedder Capsule 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1530,Fefazin Suspension 200mlFefazin 100mg Capsule 15'S,Anaemia,treatment for the treatment of diarrhea and constipation
1531,Fefazin XT Tablet 10'S,Anaemia,treatment for the treatment of diarrhea and constipation
1532,Fefol Spansule Capsule 15'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1533,Fefol Z Capsule 15'S,Anaemia,treat symptomatic anaemia in adult cancer patients 
1534,Fegold 100mg Injection 5ml,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1535,Femina XT Tablet 10'S,Anaemia,treat symptomatic anaemia that is associated with chronic renal failure (kidney failure) in adults and children
1536,Femozer 100mg Injection 5ml,Anaemia,treat symptomatic anaemia in adult cancer patients 
1537,Feneed Syrup 200ml,Anaemia, treat symptomatic anaemia in adult cancer patients with non-bone marrow cancers (non-myeloid malignancies) who are receiving chemotherapy
1538,Feneed XT Tablet 10'S,Anaemia,prevent iron and folic acid deficiency
1539,Feonat Z Capsule 15'S,Anaemia,treatment for the treatment of diarrhea and constipation
1540,Fercee Injection 5ml,Anaemia,treatment for the treatment of diarrhea and constipation
1541,Fercee Gold Syrup 300ml,Anaemia,treatment for the treatment of diarrhea and constipation
1542,Fercee TR Capsule 15'S,Anaemia,treatment for the treatment of diarrhea and constipation
